name|topic
User-697132|Topic-9
User-31325|Topic-78
User-603002|Topic-84
User-958721|Topic-97
User-693237|Topic-99
User-778551|Topic-46
User-181517|Topic-52
User-416438|Topic-81
User-587895|Topic-54
User-290649|Topic-19
User-607711|Topic-88
User-199803|Topic-7
User-315609|Topic-15
User-531008|Topic-76
User-80670|Topic-27
User-401307|Topic-72
User-17518|Topic-64
User-52543|Topic-81
User-757866|Topic-45
User-443738|Topic-68
User-852956|Topic-40
User-253004|Topic-9
User-476825|Topic-39
User-396572|Topic-79
User-776488|Topic-56
User-905311|Topic-3
User-701703|Topic-59
User-152288|Topic-46
User-806709|Topic-34
User-342481|Topic-66
User-19168|Topic-43
User-280842|Topic-62
User-11539|Topic-10
User-539695|Topic-33
User-797411|Topic-77
User-299677|Topic-7
User-351024|Topic-14
User-9|Topic-16
User-3013|Topic-1
User-612827|Topic-4
User-762099|Topic-96
User-911543|Topic-92
User-289715|Topic-94
User-792696|Topic-3
User-72718|Topic-27
User-538731|Topic-30
User-676502|Topic-36
User-124044|Topic-80
User-591022|Topic-25
User-696930|Topic-89
User-420293|Topic-8
User-78590|Topic-22
User-927574|Topic-72
User-956060|Topic-43
User-816660|Topic-1
User-512406|Topic-99
User-384563|Topic-43
User-611850|Topic-79
User-134278|Topic-60
User-183029|Topic-39
User-844510|Topic-18
User-738360|Topic-94
User-158836|Topic-17
User-612630|Topic-73
User-981614|Topic-70
User-477099|Topic-89
User-613113|Topic-5
User-433336|Topic-27
User-250334|Topic-46
User-574175|Topic-64
User-546550|Topic-14
User-388957|Topic-13
User-111820|Topic-36
User-976172|Topic-51
User-602493|Topic-54
User-491168|Topic-46
User-879282|Topic-27
User-37105|Topic-74
User-348906|Topic-58
User-207829|Topic-11
User-352755|Topic-46
User-881993|Topic-89
User-398186|Topic-28
User-116766|Topic-68
User-779424|Topic-18
User-175272|Topic-39
User-285920|Topic-16
User-851895|Topic-33
User-615567|Topic-26
User-839540|Topic-91
User-4566|Topic-58
User-905216|Topic-37
User-807642|Topic-77
User-69462|Topic-41
User-887934|Topic-90
User-655664|Topic-90
User-635048|Topic-15
User-129711|Topic-92
User-713532|Topic-88
User-704386|Topic-92
User-687838|Topic-26
User-436314|Topic-32
User-789122|Topic-34
User-945284|Topic-71
User-309148|Topic-86
User-418180|Topic-51
User-579183|Topic-46
User-710135|Topic-46
User-157754|Topic-91
User-354582|Topic-63
User-241720|Topic-14
User-447937|Topic-68
User-578849|Topic-82
User-638574|Topic-55
User-101846|Topic-64
User-269275|Topic-6
User-392015|Topic-39
User-272037|Topic-93
User-768269|Topic-29
User-322765|Topic-12
User-767767|Topic-30
User-546216|Topic-52
User-535904|Topic-76
User-608447|Topic-62
User-390413|Topic-21
User-827885|Topic-53
User-885966|Topic-39
User-222952|Topic-94
User-921370|Topic-53
User-603389|Topic-58
User-782286|Topic-22
User-920985|Topic-66
User-566174|Topic-74
User-404727|Topic-85
User-781965|Topic-72
User-75462|Topic-49
User-319035|Topic-75
User-389583|Topic-14
User-716130|Topic-56
User-554230|Topic-78
User-608644|Topic-20
User-631036|Topic-92
User-208952|Topic-31
User-28685|Topic-76
User-11046|Topic-62
User-977113|Topic-73
User-378629|Topic-90
User-481731|Topic-3
User-489458|Topic-71
User-752909|Topic-93
User-386764|Topic-37
User-367906|Topic-84
User-94859|Topic-22
User-446265|Topic-69
User-954020|Topic-2
User-133835|Topic-94
User-346899|Topic-22
User-274675|Topic-49
User-642065|Topic-55
User-698514|Topic-42
User-640266|Topic-99
User-258220|Topic-51
User-911901|Topic-1
User-396912|Topic-18
User-723579|Topic-26
User-856892|Topic-77
User-992211|Topic-19
User-18013|Topic-93
User-397348|Topic-38
User-286316|Topic-59
User-4106|Topic-39
User-347233|Topic-20
User-819056|Topic-13
User-113019|Topic-32
User-662673|Topic-50
User-574757|Topic-11
User-590473|Topic-82
User-163768|Topic-87
User-603579|Topic-49
User-882662|Topic-88
User-747277|Topic-84
User-746287|Topic-90
User-957220|Topic-57
User-100343|Topic-25
User-364716|Topic-44
User-213129|Topic-55
User-719204|Topic-87
User-313124|Topic-59
User-735656|Topic-48
User-187274|Topic-99
User-65849|Topic-77
User-342923|Topic-52
User-123829|Topic-61
User-421642|Topic-94
User-404689|Topic-73
User-10813|Topic-97
User-721109|Topic-3
User-960080|Topic-100
User-210388|Topic-76
User-697100|Topic-2
User-874975|Topic-41
User-404754|Topic-62
User-65322|Topic-63
User-870251|Topic-69
User-104134|Topic-11
User-85045|Topic-84
User-246658|Topic-35
User-346150|Topic-57
User-628877|Topic-29
User-834416|Topic-38
User-611690|Topic-57
User-185736|Topic-53
User-731284|Topic-60
User-718866|Topic-42
User-934005|Topic-8
User-210559|Topic-83
User-993902|Topic-29
User-990702|Topic-34
User-542279|Topic-5
User-231653|Topic-78
User-922711|Topic-25
User-457605|Topic-13
User-231972|Topic-43
User-414236|Topic-14
User-732711|Topic-24
User-420879|Topic-42
User-944925|Topic-73
User-325474|Topic-16
User-611469|Topic-4
User-325514|Topic-1
User-357407|Topic-61
User-502493|Topic-51
User-475921|Topic-33
User-493406|Topic-43
User-115594|Topic-88
User-908683|Topic-61
User-684685|Topic-33
User-368193|Topic-21
User-400323|Topic-55
User-465782|Topic-28
User-104549|Topic-68
User-369387|Topic-1
User-864819|Topic-63
User-975420|Topic-66
User-240974|Topic-76
User-51607|Topic-9
User-401070|Topic-39
User-397114|Topic-30
User-763204|Topic-42
User-276704|Topic-52
User-662337|Topic-66
User-483442|Topic-75
User-911276|Topic-38
User-755431|Topic-16
User-233519|Topic-95
User-955973|Topic-74
User-533016|Topic-89
User-15540|Topic-95
User-387710|Topic-65
User-599101|Topic-73
User-657791|Topic-53
User-73307|Topic-72
User-357951|Topic-57
User-996595|Topic-16
User-620655|Topic-81
User-955432|Topic-77
User-970910|Topic-69
User-471596|Topic-30
User-25426|Topic-51
User-171900|Topic-66
User-82680|Topic-35
User-450494|Topic-66
User-186469|Topic-93
User-618754|Topic-97
User-365296|Topic-70
User-774851|Topic-28
User-812842|Topic-49
User-92888|Topic-48
User-79128|Topic-58
User-974817|Topic-60
User-547349|Topic-3
User-769963|Topic-22
User-271877|Topic-99
User-852050|Topic-76
User-461084|Topic-7
User-673854|Topic-100
User-574725|Topic-90
User-755174|Topic-16
User-915199|Topic-45
User-528066|Topic-73
User-181317|Topic-57
User-205554|Topic-94
User-630417|Topic-11
User-299912|Topic-11
User-981843|Topic-42
User-413704|Topic-36
User-749013|Topic-15
User-739766|Topic-96
User-312769|Topic-68
User-680088|Topic-46
User-451337|Topic-71
User-509107|Topic-67
User-346437|Topic-70
User-445641|Topic-84
User-251496|Topic-74
User-249460|Topic-90
User-556910|Topic-12
User-501052|Topic-3
User-223293|Topic-61
User-667983|Topic-77
User-501021|Topic-58
User-678647|Topic-92
User-236837|Topic-74
User-516280|Topic-81
User-112955|Topic-88
User-253499|Topic-21
User-608316|Topic-25
User-392462|Topic-50
User-627981|Topic-2
User-468196|Topic-43
User-999028|Topic-98
User-120168|Topic-43
User-71997|Topic-21
User-500838|Topic-85
User-867877|Topic-67
User-509321|Topic-1
User-754365|Topic-52
User-279523|Topic-34
User-693675|Topic-33
User-276219|Topic-34
User-912263|Topic-65
User-111493|Topic-76
User-540151|Topic-12
User-92210|Topic-46
User-267720|Topic-20
User-731448|Topic-13
User-812245|Topic-45
User-459466|Topic-24
User-686987|Topic-72
User-170568|Topic-41
User-572132|Topic-58
User-355686|Topic-56
User-390809|Topic-40
User-836660|Topic-75
User-299885|Topic-11
User-2606|Topic-73
User-998233|Topic-86
User-731815|Topic-83
User-628984|Topic-67
User-878303|Topic-1
User-508541|Topic-85
User-749316|Topic-73
User-531283|Topic-54
User-274348|Topic-60
User-894836|Topic-10
User-436432|Topic-23
User-437353|Topic-32
User-924111|Topic-73
User-354374|Topic-82
User-170917|Topic-78
User-605302|Topic-99
User-574576|Topic-1
User-772933|Topic-61
User-526693|Topic-64
User-170538|Topic-74
User-102150|Topic-95
User-944478|Topic-38
User-721469|Topic-24
User-294890|Topic-6
User-58611|Topic-34
User-182301|Topic-35
User-175003|Topic-12
User-133154|Topic-42
User-700364|Topic-62
User-266585|Topic-68
User-942649|Topic-74
User-350728|Topic-68
User-488510|Topic-32
User-840167|Topic-47
User-391756|Topic-28
User-432721|Topic-99
User-125765|Topic-13
User-321659|Topic-30
User-34096|Topic-37
User-258128|Topic-60
User-28208|Topic-48
User-772740|Topic-23
User-931663|Topic-76
User-398423|Topic-41
User-30720|Topic-20
User-595023|Topic-21
User-459127|Topic-37
User-938654|Topic-87
User-289895|Topic-37
User-100425|Topic-27
User-387082|Topic-93
User-101155|Topic-32
User-627174|Topic-67
User-379200|Topic-76
User-595439|Topic-92
User-555521|Topic-73
User-410413|Topic-26
User-475513|Topic-97
User-289550|Topic-51
User-435798|Topic-46
User-466950|Topic-83
User-993510|Topic-22
User-540569|Topic-24
User-729994|Topic-18
User-720825|Topic-1
User-28364|Topic-39
User-523065|Topic-99
User-768208|Topic-44
User-399468|Topic-54
User-265988|Topic-40
User-837483|Topic-57
User-30280|Topic-39
User-913535|Topic-13
User-122424|Topic-49
User-987560|Topic-47
User-809613|Topic-32
User-408455|Topic-80
User-556321|Topic-2
User-31183|Topic-41
User-957783|Topic-18
User-822|Topic-66
User-435443|Topic-48
User-275822|Topic-85
User-299633|Topic-87
User-539583|Topic-2
User-352752|Topic-18
User-144929|Topic-26
User-73441|Topic-1
User-206746|Topic-5
User-467683|Topic-28
User-624801|Topic-67
User-880756|Topic-45
User-551039|Topic-94
User-413242|Topic-43
User-127028|Topic-45
User-121137|Topic-83
User-774223|Topic-42
User-681562|Topic-34
User-945658|Topic-55
User-384253|Topic-43
User-681230|Topic-40
User-186732|Topic-57
User-769945|Topic-41
User-81077|Topic-53
User-838535|Topic-70
User-178815|Topic-33
User-47125|Topic-52
User-756191|Topic-74
User-898601|Topic-60
User-106131|Topic-77
User-246020|Topic-99
User-474530|Topic-46
User-492754|Topic-48
User-490987|Topic-27
User-871609|Topic-39
User-640940|Topic-17
User-21010|Topic-86
User-339493|Topic-72
User-377853|Topic-21
User-281606|Topic-81
User-915996|Topic-17
User-298826|Topic-66
User-17897|Topic-68
User-324020|Topic-41
User-44926|Topic-42
User-699330|Topic-44
User-570517|Topic-84
User-211886|Topic-38
User-17335|Topic-15
User-96446|Topic-36
User-405632|Topic-3
User-859008|Topic-46
User-516158|Topic-17
User-732004|Topic-16
User-87544|Topic-79
User-8112|Topic-86
User-452867|Topic-92
User-106214|Topic-93
User-264087|Topic-60
User-446852|Topic-31
User-594684|Topic-41
User-615397|Topic-63
User-960992|Topic-73
User-43332|Topic-5
User-160010|Topic-67
User-9067|Topic-68
User-913440|Topic-57
User-2454|Topic-98
User-705369|Topic-5
User-536069|Topic-58
User-524128|Topic-24
User-213873|Topic-68
User-122402|Topic-84
User-287476|Topic-33
User-526465|Topic-90
User-390634|Topic-12
User-318788|Topic-14
User-873181|Topic-43
User-827594|Topic-81
User-904872|Topic-25
User-951104|Topic-79
User-238083|Topic-39
User-396569|Topic-10
User-280016|Topic-71
User-742762|Topic-2
User-919675|Topic-33
User-531617|Topic-91
User-78153|Topic-88
User-308262|Topic-89
User-390021|Topic-37
User-351317|Topic-91
User-842480|Topic-31
User-328814|Topic-43
User-16927|Topic-6
User-948892|Topic-48
User-508818|Topic-10
User-304527|Topic-36
User-112246|Topic-34
User-443603|Topic-2
User-839778|Topic-5
User-850352|Topic-47
User-163571|Topic-37
User-153278|Topic-63
User-805860|Topic-53
User-749750|Topic-72
User-73859|Topic-65
User-317650|Topic-10
User-122458|Topic-31
User-449311|Topic-20
User-848196|Topic-95
User-230360|Topic-52
User-259752|Topic-67
User-767118|Topic-91
User-715652|Topic-51
User-74757|Topic-22
User-674327|Topic-93
User-640818|Topic-19
User-649143|Topic-28
User-846299|Topic-31
User-405848|Topic-76
User-431869|Topic-43
User-114441|Topic-43
User-671997|Topic-48
User-162640|Topic-78
User-525936|Topic-57
User-177400|Topic-45
User-402562|Topic-81
User-606142|Topic-52
User-41651|Topic-61
User-500470|Topic-59
User-163274|Topic-17
User-660167|Topic-20
User-275338|Topic-81
User-672476|Topic-49
User-715816|Topic-55
User-986314|Topic-62
User-587412|Topic-72
User-907800|Topic-90
User-89174|Topic-56
User-22566|Topic-65
User-258662|Topic-51
User-317622|Topic-36
User-830748|Topic-62
User-762528|Topic-26
User-27261|Topic-89
User-807097|Topic-66
User-47766|Topic-67
User-721071|Topic-1
User-328365|Topic-30
User-413081|Topic-93
User-680601|Topic-98
User-156198|Topic-68
User-548028|Topic-27
User-264103|Topic-78
User-354751|Topic-45
User-725127|Topic-81
User-615588|Topic-29
User-623630|Topic-75
User-151436|Topic-81
User-354704|Topic-73
User-93429|Topic-56
User-518762|Topic-73
User-52087|Topic-6
User-175713|Topic-31
User-98936|Topic-27
User-880029|Topic-76
User-567145|Topic-48
User-229977|Topic-3
User-638716|Topic-15
User-59431|Topic-59
User-758650|Topic-75
User-761164|Topic-26
User-553658|Topic-98
User-598630|Topic-22
User-807528|Topic-67
User-986454|Topic-40
User-227317|Topic-91
User-631977|Topic-22
User-756068|Topic-27
User-334599|Topic-3
User-284919|Topic-46
User-243887|Topic-17
User-943868|Topic-67
User-405962|Topic-21
User-37565|Topic-28
User-402901|Topic-16
User-403064|Topic-67
User-330598|Topic-1
User-147466|Topic-23
User-533853|Topic-21
User-411112|Topic-34
User-747595|Topic-78
User-791277|Topic-68
User-824357|Topic-91
User-73225|Topic-18
User-801452|Topic-90
User-587532|Topic-9
User-902244|Topic-4
User-262482|Topic-38
User-992513|Topic-20
User-851914|Topic-63
User-470362|Topic-79
User-459317|Topic-26
User-31689|Topic-17
User-226379|Topic-10
User-274927|Topic-18
User-982861|Topic-9
User-876095|Topic-85
User-502173|Topic-80
User-937366|Topic-4
User-801347|Topic-14
User-757362|Topic-95
User-50638|Topic-92
User-767297|Topic-91
User-657536|Topic-76
User-265816|Topic-85
User-544426|Topic-80
User-473635|Topic-61
User-577493|Topic-16
User-870432|Topic-67
User-970802|Topic-57
User-805189|Topic-52
User-542697|Topic-6
User-440567|Topic-4
User-228569|Topic-14
User-689093|Topic-5
User-719987|Topic-28
User-320905|Topic-5
User-592745|Topic-74
User-210744|Topic-74
User-732290|Topic-45
User-938309|Topic-47
User-733604|Topic-31
User-561960|Topic-84
User-385099|Topic-53
User-645096|Topic-92
User-191544|Topic-81
User-479507|Topic-23
User-875997|Topic-15
User-749798|Topic-77
User-955443|Topic-18
User-66065|Topic-66
User-398799|Topic-93
User-843661|Topic-31
User-667172|Topic-83
User-26475|Topic-84
User-473747|Topic-37
User-161801|Topic-63
User-488381|Topic-28
User-424960|Topic-90
User-187507|Topic-74
User-212504|Topic-52
User-786628|Topic-82
User-998755|Topic-43
User-371588|Topic-57
User-230764|Topic-67
User-32787|Topic-1
User-933650|Topic-45
User-675986|Topic-49
User-95966|Topic-2
User-472787|Topic-12
User-177399|Topic-13
User-31124|Topic-87
User-713570|Topic-50
User-717111|Topic-57
User-173653|Topic-24
User-510434|Topic-68
User-165249|Topic-92
User-690822|Topic-67
User-306878|Topic-95
User-635776|Topic-94
User-60636|Topic-39
User-873913|Topic-66
User-626492|Topic-1
User-93646|Topic-96
User-226347|Topic-48
User-720792|Topic-81
User-658288|Topic-18
User-515212|Topic-10
User-396857|Topic-47
User-817751|Topic-1
User-454044|Topic-33
User-772388|Topic-71
User-836041|Topic-54
User-595487|Topic-66
User-694241|Topic-15
User-472190|Topic-24
User-732628|Topic-14
User-396570|Topic-18
User-841390|Topic-97
User-953836|Topic-61
User-315236|Topic-61
User-249454|Topic-72
User-562600|Topic-100
User-701919|Topic-55
User-233302|Topic-38
User-649345|Topic-36
User-545708|Topic-44
User-601015|Topic-70
User-761430|Topic-31
User-525322|Topic-59
User-541291|Topic-17
User-332906|Topic-47
User-493197|Topic-31
User-401640|Topic-52
User-23624|Topic-18
User-977455|Topic-89
User-536140|Topic-13
User-85015|Topic-28
User-673361|Topic-16
User-44185|Topic-5
User-952526|Topic-88
User-689604|Topic-77
User-473945|Topic-40
User-325239|Topic-32
User-126354|Topic-11
User-985|Topic-32
User-265454|Topic-21
User-333596|Topic-47
User-18108|Topic-32
User-476395|Topic-15
User-122547|Topic-23
User-688340|Topic-8
User-238061|Topic-63
User-157454|Topic-15
User-356754|Topic-42
User-843913|Topic-65
User-82168|Topic-76
User-221677|Topic-49
User-691565|Topic-44
User-910671|Topic-83
User-193719|Topic-94
User-72654|Topic-88
User-794139|Topic-26
User-390712|Topic-66
User-605948|Topic-66
User-122969|Topic-73
User-635104|Topic-41
User-312392|Topic-9
User-504329|Topic-78
User-82035|Topic-44
User-506991|Topic-80
User-280357|Topic-93
User-555465|Topic-93
User-436716|Topic-84
User-467208|Topic-27
User-748748|Topic-17
User-289821|Topic-42
User-792024|Topic-74
User-207969|Topic-12
User-184841|Topic-60
User-736396|Topic-39
User-874388|Topic-48
User-175289|Topic-35
User-701334|Topic-82
User-330458|Topic-69
User-836708|Topic-59
User-87872|Topic-19
User-15669|Topic-94
User-457877|Topic-33
User-468460|Topic-86
User-454961|Topic-1
User-329080|Topic-16
User-429559|Topic-56
User-374505|Topic-8
User-291132|Topic-48
User-570617|Topic-81
User-7643|Topic-10
User-701678|Topic-30
User-851828|Topic-13
User-624887|Topic-31
User-389244|Topic-61
User-298070|Topic-98
User-537832|Topic-6
User-139394|Topic-19
User-715058|Topic-93
User-957504|Topic-93
User-97859|Topic-36
User-439463|Topic-92
User-724793|Topic-81
User-52514|Topic-57
User-399342|Topic-47
User-685506|Topic-3
User-952116|Topic-2
User-990842|Topic-63
User-459125|Topic-38
User-538717|Topic-33
User-804162|Topic-21
User-754360|Topic-46
User-326398|Topic-94
User-434806|Topic-74
User-341760|Topic-67
User-354011|Topic-15
User-832149|Topic-18
User-347056|Topic-79
User-985002|Topic-12
User-386058|Topic-33
User-879947|Topic-33
User-741254|Topic-6
User-83411|Topic-36
User-192608|Topic-68
User-639310|Topic-56
User-930504|Topic-33
User-571474|Topic-73
User-8487|Topic-4
User-556637|Topic-55
User-921253|Topic-23
User-229949|Topic-12
User-483271|Topic-5
User-295092|Topic-28
User-738916|Topic-3
User-257858|Topic-42
User-484731|Topic-41
User-501840|Topic-51
User-65213|Topic-77
User-22948|Topic-100
User-286886|Topic-94
User-724055|Topic-7
User-844451|Topic-68
User-504532|Topic-37
User-843351|Topic-1
User-872835|Topic-65
User-926204|Topic-34
User-401084|Topic-18
User-957388|Topic-53
User-500206|Topic-74
User-425797|Topic-58
User-449150|Topic-77
User-740298|Topic-63
User-249659|Topic-81
User-625542|Topic-79
User-78541|Topic-75
User-250272|Topic-40
User-544656|Topic-98
User-691429|Topic-23
User-426702|Topic-92
User-613632|Topic-5
User-607408|Topic-63
User-414000|Topic-66
User-694924|Topic-51
User-231718|Topic-31
User-396551|Topic-54
User-971389|Topic-37
User-922132|Topic-14
User-985207|Topic-25
User-688919|Topic-93
User-656029|Topic-94
User-799408|Topic-42
User-247839|Topic-19
User-967501|Topic-24
User-562316|Topic-79
User-176284|Topic-48
User-508603|Topic-70
User-247936|Topic-57
User-220416|Topic-20
User-305892|Topic-89
User-788845|Topic-40
User-47571|Topic-92
User-933718|Topic-20
User-608381|Topic-9
User-863300|Topic-62
User-15080|Topic-37
User-338915|Topic-73
User-896473|Topic-7
User-566614|Topic-94
User-845985|Topic-84
User-742864|Topic-19
User-174054|Topic-71
User-895428|Topic-54
User-728920|Topic-40
User-103792|Topic-37
User-479686|Topic-41
User-283566|Topic-63
User-833977|Topic-8
User-157056|Topic-61
User-179627|Topic-38
User-161604|Topic-92
User-745745|Topic-52
User-596146|Topic-38
User-95131|Topic-100
User-658831|Topic-17
User-633342|Topic-17
User-136015|Topic-85
User-907771|Topic-61
User-698758|Topic-81
User-24710|Topic-40
User-697564|Topic-26
User-361251|Topic-25
User-775781|Topic-7
User-382203|Topic-57
User-834533|Topic-76
User-92398|Topic-70
User-182917|Topic-1
User-924037|Topic-97
User-715113|Topic-2
User-267629|Topic-9
User-495735|Topic-21
User-238504|Topic-29
User-80920|Topic-45
User-50585|Topic-70
User-754158|Topic-12
User-998143|Topic-25
User-843046|Topic-100
User-896577|Topic-31
User-294034|Topic-45
User-691851|Topic-77
User-647654|Topic-50
User-86930|Topic-23
User-484009|Topic-29
User-628994|Topic-53
User-344698|Topic-81
User-671097|Topic-81
User-214877|Topic-17
User-452615|Topic-15
User-634291|Topic-22
User-92185|Topic-21
User-710053|Topic-75
User-88727|Topic-95
User-332359|Topic-79
User-432941|Topic-19
User-462665|Topic-20
User-785616|Topic-50
User-742946|Topic-65
User-680201|Topic-26
User-970829|Topic-22
User-317278|Topic-93
User-527843|Topic-9
User-705439|Topic-68
User-597673|Topic-44
User-289426|Topic-10
User-456484|Topic-50
User-619012|Topic-96
User-623542|Topic-70
User-858626|Topic-91
User-5731|Topic-30
User-658500|Topic-92
User-393147|Topic-47
User-363725|Topic-17
User-623825|Topic-75
User-881808|Topic-14
User-788390|Topic-76
User-841405|Topic-12
User-41000|Topic-34
User-697221|Topic-13
User-764025|Topic-85
User-78007|Topic-34
User-802263|Topic-88
User-110999|Topic-94
User-391256|Topic-57
User-450317|Topic-66
User-682455|Topic-42
User-235515|Topic-91
User-619085|Topic-12
User-63231|Topic-18
User-477823|Topic-53
User-561361|Topic-97
User-525454|Topic-72
User-839412|Topic-95
User-214935|Topic-1
User-365062|Topic-36
User-38719|Topic-44
User-887536|Topic-20
User-947141|Topic-23
User-599304|Topic-75
User-797551|Topic-73
User-814223|Topic-11
User-998114|Topic-94
User-480313|Topic-30
User-83727|Topic-1
User-559164|Topic-68
User-780881|Topic-6
User-302407|Topic-98
User-730940|Topic-64
User-496910|Topic-1
User-993301|Topic-16
User-587193|Topic-9
User-212580|Topic-10
User-711428|Topic-10
User-561395|Topic-81
User-725339|Topic-22
User-11212|Topic-11
User-364894|Topic-33
User-417179|Topic-20
User-806873|Topic-39
User-122308|Topic-10
User-316654|Topic-90
User-341489|Topic-2
User-250575|Topic-71
User-587073|Topic-15
User-623900|Topic-12
User-548944|Topic-80
User-308375|Topic-7
User-460163|Topic-43
User-467542|Topic-54
User-708321|Topic-53
User-81710|Topic-61
User-759951|Topic-95
User-971604|Topic-93
User-167352|Topic-38
User-791133|Topic-49
User-733375|Topic-47
User-402510|Topic-62
User-817192|Topic-54
User-336952|Topic-79
User-323120|Topic-26
User-294415|Topic-79
User-487190|Topic-94
User-622488|Topic-85
User-834982|Topic-71
User-647397|Topic-51
User-883477|Topic-4
User-263068|Topic-41
User-872508|Topic-81
User-289333|Topic-59
User-411034|Topic-34
User-951353|Topic-41
User-506050|Topic-46
User-680356|Topic-93
User-203257|Topic-44
User-50192|Topic-55
User-151306|Topic-49
User-172410|Topic-65
User-346307|Topic-18
User-846685|Topic-5
User-197510|Topic-72
User-518923|Topic-92
User-757731|Topic-56
User-872475|Topic-14
User-847389|Topic-74
User-975830|Topic-40
User-836755|Topic-79
User-389124|Topic-87
User-144186|Topic-40
User-227415|Topic-21
User-815836|Topic-38
User-452032|Topic-83
User-612948|Topic-97
User-997504|Topic-6
User-721746|Topic-2
User-362518|Topic-46
User-846576|Topic-51
User-42783|Topic-30
User-175239|Topic-42
User-741592|Topic-66
User-240582|Topic-87
User-624989|Topic-18
User-204149|Topic-74
User-922421|Topic-10
User-65283|Topic-9
User-680501|Topic-52
User-907403|Topic-76
User-93832|Topic-36
User-166099|Topic-3
User-230153|Topic-62
User-292998|Topic-42
User-947298|Topic-100
User-177673|Topic-93
User-330088|Topic-48
User-878907|Topic-34
User-447780|Topic-95
User-565021|Topic-96
User-859439|Topic-64
User-989239|Topic-53
User-536344|Topic-39
User-636413|Topic-6
User-985059|Topic-72
User-848921|Topic-73
User-440544|Topic-54
User-284702|Topic-96
User-751221|Topic-81
User-205376|Topic-70
User-600611|Topic-25
User-844165|Topic-10
User-93399|Topic-51
User-818604|Topic-82
User-998846|Topic-9
User-675432|Topic-71
User-385349|Topic-61
User-700420|Topic-10
User-833801|Topic-31
User-799205|Topic-16
User-422017|Topic-84
User-486033|Topic-82
User-208886|Topic-52
User-947499|Topic-32
User-725176|Topic-38
User-36851|Topic-66
User-352180|Topic-44
User-906165|Topic-64
User-900784|Topic-51
User-253472|Topic-100
User-4801|Topic-57
User-826340|Topic-69
User-599147|Topic-3
User-161998|Topic-37
User-979279|Topic-89
User-806107|Topic-35
User-622235|Topic-32
User-491770|Topic-35
User-480053|Topic-87
User-902404|Topic-68
User-755289|Topic-78
User-385299|Topic-95
User-905573|Topic-33
User-47635|Topic-59
User-585944|Topic-3
User-861178|Topic-77
User-186082|Topic-19
User-62907|Topic-36
User-7167|Topic-74
User-461928|Topic-70
User-157446|Topic-4
User-915955|Topic-8
User-796844|Topic-7
User-893300|Topic-2
User-23739|Topic-97
User-702433|Topic-78
User-922305|Topic-96
User-445896|Topic-5
User-316138|Topic-57
User-145089|Topic-57
User-631719|Topic-46
User-346692|Topic-10
User-703093|Topic-94
User-106880|Topic-69
User-167351|Topic-90
User-410000|Topic-37
User-504206|Topic-55
User-711672|Topic-91
User-879714|Topic-88
User-924598|Topic-25
User-516849|Topic-41
User-412755|Topic-68
User-568457|Topic-17
User-314016|Topic-49
User-236779|Topic-1
User-249029|Topic-49
User-345505|Topic-63
User-790319|Topic-32
User-686125|Topic-1
User-971022|Topic-100
User-631005|Topic-85
User-431413|Topic-41
User-616127|Topic-64
User-650590|Topic-73
User-15902|Topic-5
User-661104|Topic-6
User-220728|Topic-7
User-535395|Topic-92
User-277015|Topic-46
User-651405|Topic-70
User-788424|Topic-3
User-665105|Topic-71
User-180744|Topic-22
User-105742|Topic-77
User-272406|Topic-83
User-479498|Topic-60
User-353861|Topic-84
User-677369|Topic-92
User-270529|Topic-11
User-309461|Topic-11
User-107504|Topic-49
User-63508|Topic-65
User-772487|Topic-37
User-154835|Topic-18
User-509587|Topic-80
User-102096|Topic-54
User-771838|Topic-46
User-288268|Topic-5
User-5300|Topic-2
User-311489|Topic-7
User-317487|Topic-71
User-875443|Topic-85
User-79262|Topic-44
User-792048|Topic-14
User-360902|Topic-59
User-746766|Topic-20
User-821862|Topic-64
User-946453|Topic-5
User-944141|Topic-92
User-397767|Topic-96
User-479729|Topic-54
User-382828|Topic-63
User-848701|Topic-81
User-507696|Topic-89
User-978324|Topic-30
User-251755|Topic-24
User-297337|Topic-48
User-21040|Topic-28
User-793993|Topic-9
User-441621|Topic-95
User-140268|Topic-15
User-308443|Topic-74
User-561685|Topic-14
User-830512|Topic-47
User-861506|Topic-48
User-217396|Topic-17
User-548865|Topic-40
User-893900|Topic-44
User-205991|Topic-36
User-308484|Topic-54
User-259989|Topic-86
User-751053|Topic-2
User-854004|Topic-69
User-265149|Topic-61
User-365546|Topic-13
User-341319|Topic-37
User-356011|Topic-38
User-653659|Topic-12
User-592292|Topic-17
User-208903|Topic-38
User-658929|Topic-23
User-170610|Topic-12
User-241708|Topic-49
User-273781|Topic-48
User-726066|Topic-15
User-483570|Topic-62
User-332679|Topic-48
User-130542|Topic-66
User-299607|Topic-27
User-341235|Topic-71
User-516335|Topic-65
User-578717|Topic-67
User-713356|Topic-50
User-888157|Topic-17
User-28816|Topic-3
User-500487|Topic-66
User-247734|Topic-60
User-176984|Topic-8
User-474353|Topic-29
User-644095|Topic-20
User-364523|Topic-95
User-595053|Topic-1
User-846594|Topic-12
User-814825|Topic-86
User-377301|Topic-52
User-492242|Topic-3
User-720115|Topic-15
User-836115|Topic-29
User-166049|Topic-63
User-28079|Topic-3
User-778315|Topic-73
User-85958|Topic-72
User-513156|Topic-98
User-313686|Topic-4
User-42506|Topic-11
User-298138|Topic-55
