name|interests:LString
User-678970|Topic-79,Topic-48,Topic-34
User-347731|Topic-40,Topic-6,Topic-25
User-758910|Topic-74,Topic-77,Topic-65
User-909269|Topic-40
User-804789|Topic-18,Topic-77
User-270015|Topic-54,Topic-69
User-977518|Topic-66,Topic-92,Topic-95
User-418781|Topic-49,Topic-27,Topic-39
User-144708|Topic-26,Topic-2
User-200228|Topic-33,Topic-81
User-803815|Topic-30
User-180045|Topic-35,Topic-56,Topic-57
User-717329|Topic-37,Topic-5,Topic-19
User-887548|Topic-34,Topic-19
User-739990|Topic-42,Topic-36,Topic-89
User-959162|Topic-71,Topic-72
User-251095|Topic-88,Topic-84
User-958598|Topic-44,Topic-57,Topic-54
User-627359|Topic-33
User-194601|Topic-41,Topic-43,Topic-32
User-948547|Topic-97,Topic-68
User-250121|Topic-54
User-311120|Topic-75,Topic-27
User-480775|Topic-72,Topic-36
User-175681|Topic-63,Topic-56
User-359537|Topic-34
User-928653|Topic-37,Topic-64,Topic-82
User-474229|Topic-31
User-631765|Topic-63,Topic-53,Topic-19
User-540800|Topic-87,Topic-52,Topic-42
User-66589|Topic-92,Topic-8
User-541795|Topic-83
User-967463|Topic-78,Topic-19,Topic-91
User-46674|Topic-54
User-707274|Topic-73,Topic-20
User-149241|Topic-96,Topic-88,Topic-46
User-521880|Topic-3,Topic-1
User-775523|Topic-16,Topic-95
User-493124|Topic-84,Topic-80,Topic-95
User-705736|Topic-85,Topic-67
User-601820|Topic-85
User-820428|Topic-76
User-378900|Topic-52,Topic-64
User-515334|Topic-47,Topic-49,Topic-53
User-183982|Topic-54
User-684989|Topic-39,Topic-74
User-85484|Topic-39,Topic-97
User-379895|Topic-3,Topic-6
User-560690|Topic-61,Topic-79,Topic-59
User-84510|Topic-98,Topic-97
User-208702|Topic-71,Topic-67,Topic-70
User-473230|Topic-91
User-141427|Topic-36
User-462615|Topic-3,Topic-82
User-247512|Topic-31,Topic-75
User-65590|Topic-81,Topic-13
User-398790|Topic-77,Topic-51
User-909929|Topic-17
User-54975|Topic-17,Topic-16,Topic-96
User-372645|Topic-13,Topic-67
User-157542|Topic-28,Topic-80
User-180237|Topic-90,Topic-96,Topic-74
User-156978|Topic-46,Topic-63,Topic-25
User-59044|Topic-8,Topic-85,Topic-39
User-534250|Topic-75,Topic-54,Topic-66
User-697338|Topic-97
User-533686|Topic-85,Topic-43,Topic-24
User-228592|Topic-48,Topic-84
User-202447|Topic-71,Topic-19
User-949303|Topic-79,Topic-50,Topic-13
User-900343|Topic-16,Topic-77
User-959822|Topic-100,Topic-30,Topic-57}
User-984076|Topic-66,Topic-7,Topic-95
User-677444|Topic-50,Topic-60,Topic-40
User-395045|Topic-72,Topic-6,Topic-67
User-28535|Topic-17,Topic-97,Topic-14
User-998632|Topic-61
User-834980|Topic-93,Topic-13,Topic-46
User-470916|Topic-84,Topic-79
User-503741|Topic-72
User-221342|Topic-13
User-666829|Topic-6,Topic-86
User-220778|Topic-14,Topic-28,Topic-19
User-417255|Topic-84
User-100|Topic-12
User-738443|Topic-86,Topic-32
User-300718|Topic-68,Topic-93
User-761159|Topic-74
User-456065|Topic-22,Topic-9,Topic-51
User-270671|Topic-38,Topic-86,Topic-52
User-5158|Topic-51,Topic-9
User-90508|Topic-34
User-646935|Topic-45
User-47430|Topic-9,Topic-68
User-364536|Topic-1,Topic-54
User-260620|Topic-42
User-990818|Topic-40,Topic-70
User-822158|Topic-7,Topic-46
User-138818|Topic-56
User-707934|Topic-90
User-515526|Topic-18,Topic-24
User-685745|Topic-26
User-732188|Topic-3
User-599259|Topic-12
User-331691|Topic-66
User-707955|Topic-43,Topic-59,Topic-93
User-872051|Topic-47,Topic-78,Topic-41
User-425556|Topic-85,Topic-23,Topic-2
User-119898|Topic-65
User-746744|Topic-64,Topic-67
User-802264|Topic-81,Topic-99,Topic-34
User-780522|Topic-10,Topic-32
User-118924|Topic-16,Topic-68,Topic-12
User-233616|Topic-57,Topic-48
User-610324|Topic-50,Topic-82
User-193050|Topic-47
User-474885|Topic-79,Topic-33
User-569314|Topic-38,Topic-93
User-726850|Topic-90,Topic-53
User-889938|Topic-42,Topic-70
User-946022|Topic-80
User-80453|Topic-77
User-799968|Topic-67
User-534910|Topic-37,Topic-100
User-252511|Topic-16
User-493780|Topic-78,Topic-75
User-162541|Topic-35,Topic-64
User-64043|Topic-13,Topic-42,Topic-57
User-161977|Topic-99,Topic-32
User-573720|Topic-76,Topic-22
User-724079|Topic-29,Topic-25
User-166046|Topic-71,Topic-3
User-241917|Topic-17,Topic-51
User-418011|Topic-57
User-313531|Topic-27,Topic-88
User-483750|Topic-96,Topic-41,Topic-18
User-397264|Topic-43,Topic-31
User-53449|Topic-66
User-223561|Topic-80,Topic-100,Topic-4
User-953759|Topic-71
User-222997|Topic-1,Topic-81,Topic-57
User-648665|Topic-35,Topic-46
User-763357|Topic-96,Topic-93
User-467340|Topic-85,Topic-41
User-920893|Topic-97,Topic-85
User-135537|Topic-14,Topic-32
User-260812|Topic-82,Topic-2
User-761819|Topic-74,Topic-32,Topic-33
User-456725|Topic-92
User-180893|Topic-50,Topic-91
User-377370|Topic-21
User-697994|Topic-98,Topic-32
User-72344|Topic-82
User-671849|Topic-70,Topic-40
User-174347|Topic-76,Topic-37,Topic-85
User-687943|Topic-89,Topic-78,Topic-25
User-743463|Topic-97
User-551055|Topic-73,Topic-1,Topic-56
User-541004|Topic-11
User-822839|Topic-99
User-235346|Topic-94
User-461085|Topic-47
User-612054|Topic-5,Topic-39
User-782273|Topic-52,Topic-62
User-978186|Topic-47,Topic-22,Topic-5
User-233808|Topic-16,Topic-71
User-690744|Topic-33,Topic-84
User-908399|Topic-5,Topic-71,Topic-77
User-475641|Topic-20
User-522084|Topic-46
User-694249|Topic-74,Topic-29,Topic-30
User-389155|Topic-57
User-143838|Topic-33
User-520546|Topic-74
User-379104|Topic-34,Topic-27,Topic-45
User-215452|Topic-91,Topic-49,Topic-26
User-214888|Topic-68,Topic-79,Topic-66
User-841734|Topic-13,Topic-94,Topic-72
User-536640|Topic-54
User-299185|Topic-16
User-594228|Topic-53,Topic-17
User-751764|Topic-55,Topic-13
User-997081|Topic-74,Topic-4,Topic-91
User-446670|Topic-30,Topic-57
User-665278|Topic-68
User-664304|Topic-61,Topic-78,Topic-44
User-359210|Topic-27
User-358646|Topic-56,Topic-72,Topic-32
User-984928|Topic-63,Topic-52,Topic-67
User-268676|Topic-60,Topic-53,Topic-80
User-894958|Topic-17
User-724739|Topic-92
User-398020|Topic-29
User-589864|Topic-52,Topic-16,Topic-72
User-726298|Topic-33,Topic-15,Topic-2
User-966572|Topic-95,Topic-68,Topic-9
User-223753|Topic-96
User-419666|Topic-49,Topic-44
User-764113|Topic-72,Topic-15
User-137267|Topic-15,Topic-96,Topic-66
User-684194|Topic-35,Topic-18,Topic-68
User-955978|Topic-53
User-673579|Topic-75
User-492254|Topic-20,Topic-94,Topic-5
User-92919|Topic-64,Topic-84
User-7569|Topic-33,Topic-74
User-187160|Topic-46
User-366947|Topic-90,Topic-30
User-868518|Topic-19,Topic-41
User-586119|Topic-63,Topic-71,Topic-59
User-481639|Topic-65
User-743655|Topic-77
User-438561|Topic-29
User-232065|Topic-59,Topic-26,Topic-27
User-312005|Topic-13,Topic-34,Topic-44
User-929517|Topic-49
User-737109|Topic-74
User-73999|Topic-27
User-974873|Topic-67,Topic-88
User-208|Topic-49,Topic-75
User-567199|Topic-47
User-427967|Topic-39
User-647139|Topic-70,Topic-46,Topic-4
User-804675|Topic-30,Topic-73,Topic-15
User-461745|Topic-32,Topic-52
User-156651|Topic-7
User-887413|Topic-99,Topic-92
User-782933|Topic-46,Topic-48
User-718189|Topic-33,Topic-71,Topic-90
User-717215|Topic-23
User-195461|Topic-67,Topic-73
User-194897|Topic-97,Topic-92,Topic-95
User-47559|Topic-38,Topic-27
User-91920|Topic-49,Topic-40
User-948433|Topic-1
User-240366|Topic-72
User-947869|Topic-35
User-561554|Topic-23
User-119128|Topic-21,Topic-90,Topic-63
User-937818|Topic-60
User-254922|Topic-13,Topic-83
User-631630|Topic-61,Topic-40
User-164952|Topic-32,Topic-80
User-384124|Topic-6,Topic-37
User-66454|Topic-93
User-40309|Topic-88,Topic-70,Topic-47
User-541660|Topic-85,Topic-47
User-455174|Topic-70,Topic-71,Topic-42
User-840208|Topic-24,Topic-96,Topic-64
User-535114|Topic-82,Topic-33,Topic-81
User-670298|Topic-11,Topic-44
User-992050|Topic-4,Topic-53
User-991486|Topic-90
User-776383|Topic-72,Topic-56
User-901207|Topic-47
User-990512|Topic-33,Topic-21
User-602680|Topic-4,Topic-48,Topic-64
User-320281|Topic-47
User-684854|Topic-10,Topic-65
User-379760|Topic-77,Topic-5
User-821288|Topic-49,Topic-10,Topic-33
User-516194|Topic-30
User-35945|Topic-47,Topic-98
User-161207|Topic-16
User-138512|Topic-5,Topic-85,Topic-90
User-137948|Topic-57
User-177301|Topic-13,Topic-93
User-515220|Topic-56,Topic-34
User-678308|Topic-86,Topic-95
User-594884|Topic-65,Topic-72
User-232257|Topic-10
User-209562|Topic-30
User-504605|Topic-14
User-929709|Topic-39
User-474090|Topic-6,Topic-93,Topic-45
User-74755|Topic-25,Topic-22,Topic-60
User-424686|Topic-41,Topic-75,Topic-58
User-142287|Topic-92,Topic-90,Topic-75
User-119592|Topic-100
User-745874|Topic-80
User-463475|Topic-61,Topic-1,Topic-62
User-965046|Topic-66,Topic-17,Topic-81
User-659388|Topic-70
User-840183|Topic-55
User-462501|Topic-78,Topic-98,Topic-45
User-658414|Topic-67
User-156843|Topic-16,Topic-64,Topic-6
User-979602|Topic-71,Topic-19
User-697203|Topic-98
User-202312|Topic-19,Topic-63
User-192180|Topic-87,Topic-80,Topic-63
User-286045|Topic-41,Topic-88,Topic-76
User-719413|Topic-84,Topic-90,Topic-61
User-889632|Topic-40
User-725980|Topic-16,Topic-41
User-48315|Topic-53,Topic-79
User-686609|Topic-57
User-522957|Topic-20
User-742129|Topic-40
User-217863|Topic-25
User-437035|Topic-70,Topic-82
User-758223|Topic-76,Topic-63,Topic-54
User-813179|Topic-18,Topic-66
User-999492|Topic-67,Topic-55,Topic-59
User-29395|Topic-54,Topic-61,Topic-13
User-973347|Topic-84,Topic-81,Topic-96
User-803128|Topic-25
User-667689|Topic-9,Topic-95,Topic-73
User-290451|Topic-88,Topic-65,Topic-7
User-666715|Topic-83
User-713158|Topic-37,Topic-28,Topic-24
User-280400|Topic-68,Topic-91,Topic-50
User-987903|Topic-10,Topic-2,Topic-71
User-737765|Topic-77,Topic-16,Topic-2
User-406526|Topic-68,Topic-44,Topic-99
User-727714|Topic-34,Topic-50,Topic-97
User-91368|Topic-39,Topic-41,Topic-96
User-647795|Topic-25,Topic-91,Topic-45
User-261480|Topic-33,Topic-3
User-365396|Topic-76,Topic-91,Topic-62
User-968983|Topic-26,Topic-36
User-480088|Topic-39,Topic-59,Topic-12
User-445336|Topic-85,Topic-51
User-174020|Topic-56,Topic-30,Topic-80
User-811429|Topic-62
User-707820|Topic-33,Topic-86,Topic-43
User-410932|Topic-79,Topic-21,Topic-73
User-71474|Topic-8,Topic-21,Topic-52
User-289982|Topic-82,Topic-27
User-630104|Topic-21,Topic-63,Topic-50
User-325010|Topic-78,Topic-90
User-189571|Topic-94
User-60859|Topic-7,Topic-48
User-163426|Topic-22
User-781382|Topic-38,Topic-57
User-320962|Topic-80,Topic-32,Topic-78
User-119784|Topic-38,Topic-65
User-540134|Topic-31
User-235040|Topic-21,Topic-8
User-861322|Topic-70,Topic-15,Topic-100}
User-234476|Topic-68
User-965238|Topic-89
User-611184|Topic-84
User-705049|Topic-75,Topic-79
User-770788|Topic-98,Topic-44
User-464720|Topic-58,Topic-78
User-182321|Topic-57
User-889824|Topic-52
User-181757|Topic-44,Topic-45
User-683328|Topic-100,Topic-18,Topic-12}
User-378234|Topic-37
User-840864|Topic-65,Topic-78
User-535770|Topic-27
User-253371|Topic-12
User-830813|Topic-70
User-934729|Topic-61,Topic-33
User-629635|Topic-3,Topic-1
User-750894|Topic-17,Topic-85,Topic-6
User-901863|Topic-49,Topic-33
User-73229|Topic-94
User-985596|Topic-88,Topic-24
User-793188|Topic-81,Topic-69,Topic-93
User-242777|Topic-20,Topic-7
User-984622|Topic-91,Topic-43,Topic-49
User-314391|Topic-86,Topic-57,Topic-34
User-678964|Topic-98
User-53314|Topic-92,Topic-18,Topic-34
User-155317|Topic-84,Topic-83
User-312853|Topic-7,Topic-84,Topic-63
User-476505|Topic-46
User-532025|Topic-49,Topic-44
User-853213|Topic-88,Topic-45,Topic-71
User-302802|Topic-10,Topic-52
User-216316|Topic-84,Topic-31,Topic-93
User-691629|Topic-27
User-386535|Topic-92
User-68865|Topic-75,Topic-55,Topic-54
User-222883|Topic-55,Topic-21,Topic-69
User-442055|Topic-40,Topic-19
User-136397|Topic-100
User-763243|Topic-92
User-739984|Topic-27
User-762679|Topic-35,Topic-25
User-457585|Topic-13,Topic-32
User-752628|Topic-25,Topic-5,Topic-14
User-834293|Topic-51,Topic-58,Topic-20
User-456611|Topic-71,Topic-81,Topic-19
User-503054|Topic-48
User-124808|Topic-84
User-993897|Topic-31
User-6699|Topic-28,Topic-57,Topic-76
User-48971|Topic-41,Topic-48,Topic-1
User-822704|Topic-100,Topic-54
User-992923|Topic-45
User-517610|Topic-79
User-38920|Topic-94,Topic-67,Topic-73
User-823699|Topic-76
User-163618|Topic-18,Topic-59
User-978051|Topic-19
User-732734|Topic-5,Topic-23
User-427640|Topic-15,Topic-55
User-235232|Topic-99,Topic-1
User-646248|Topic-42,Topic-15,Topic-17
User-224617|Topic-74,Topic-35,Topic-26
User-888081|Topic-83,Topic-87
User-601325|Topic-88,Topic-95
User-144698|Topic-87
User-465886|Topic-95
User-967457|Topic-89,Topic-31
User-685058|Topic-73
User-36149|Topic-75,Topic-91
User-511355|Topic-86,Topic-43
User-378426|Topic-92,Topic-74,Topic-64
User-274510|Topic-71,Topic-35,Topic-89
User-330030|Topic-27
User-204723|Topic-59
User-525911|Topic-62,Topic-36,Topic-48
User-118237|Topic-22,Topic-1,Topic-61
User-288456|Topic-76
User-744519|Topic-92
User-183976|Topic-28,Topic-3
User-86042|Topic-25
User-445992|Topic-9,Topic-84
User-665164|Topic-3,Topic-33,Topic-61
User-560684|Topic-23
User-986352|Topic-80
User-255590|Topic-10,Topic-36
User-654549|Topic-79
User-439446|Topic-22,Topic-71,Topic-67
User-168130|Topic-68
User-816154|Topic-22,Topic-100
User-347917|Topic-43,Topic-76,Topic-15
User-805539|Topic-9,Topic-58
User-419531|Topic-48,Topic-3
User-65584|Topic-66,Topic-73
User-798307|Topic-95,Topic-93,Topic-3
User-955843|Topic-100,Topic-6
User-397810|Topic-76
User-959348|Topic-93,Topic-71
User-408937|Topic-59,Topic-63
User-855432|Topic-5,Topic-11
User-628109|Topic-3,Topic-29
User-126538|Topic-58,Topic-3,Topic-22
User-93779|Topic-20,Topic-99,Topic-28
User-763903|Topic-47,Topic-52,Topic-98
User-869378|Topic-65,Topic-81
User-483063|Topic-56,Topic-46,Topic-90
User-482499|Topic-42,Topic-39
User-481525|Topic-6
User-609189|Topic-13,Topic-54
User-176431|Topic-32
User-175867|Topic-49,Topic-73
User-395039|Topic-89
User-165816|Topic-75
User-929403|Topic-61
User-221336|Topic-24
User-73885|Topic-9
User-928839|Topic-29,Topic-39,Topic-42
User-647004|Topic-59,Topic-3
User-542524|Topic-85
User-63834|Topic-39,Topic-24,Topic-27
User-888273|Topic-21
User-783793|Topic-94
User-260146|Topic-44,Topic-8,Topic-32
User-236887|Topic-11,Topic-97
User-456059|Topic-13,Topic-71
User-613595|Topic-54,Topic-30
User-145922|Topic-66,Topic-94,Topic-33
User-47424|Topic-95
User-522630|Topic-10,Topic-9
User-216972|Topic-15,Topic-55
User-184732|Topic-36,Topic-10,Topic-50
User-86234|Topic-53
User-561440|Topic-16
User-780048|Topic-38,Topic-34
User-757353|Topic-27,Topic-81,Topic-93
User-550825|Topic-19,Topic-95
User-746738|Topic-58,Topic-66,Topic-54
User-301251|Topic-97,Topic-63,Topic-15
User-300687|Topic-50,Topic-57
User-802258|Topic-64,Topic-10
User-690078|Topic-63,Topic-8
User-66340|Topic-74,Topic-94
User-841068|Topic-27,Topic-80
User-399540|Topic-56
User-55725|Topic-4,Topic-46
User-726844|Topic-40,Topic-72
User-444445|Topic-52,Topic-32,Topic-55
User-229342|Topic-53,Topic-98,Topic-88
User-601981|Topic-1,Topic-24,Topic-66
User-218727|Topic-81
User-900529|Topic-5
User-980757|Topic-51,Topic-33
User-139372|Topic-7,Topic-43
User-162067|Topic-84
User-765654|Topic-54
User-731183|Topic-69,Topic-47,Topic-81
User-516080|Topic-37
User-459996|Topic-26,Topic-8
User-679168|Topic-100,Topic-76,Topic-91}
User-9653|Topic-31,Topic-77,Topic-3
User-810559|Topic-46,Topic-66
User-505465|Topic-87,Topic-64
User-588203|Topic-82,Topic-68
User-589198|Topic-14,Topic-95
User-749244|Topic-96,Topic-89
User-503927|Topic-76
User-418005|Topic-80
User-659274|Topic-7,Topic-92
User-452746|Topic-74,Topic-97,Topic-28
User-954317|Topic-1,Topic-93,Topic-44
User-649223|Topic-39,Topic-66
User-648659|Topic-88,Topic-30
User-203172|Topic-8,Topic-4,Topic-65
User-969847|Topic-47,Topic-7
User-271421|Topic-40,Topic-76,Topic-24
User-260806|Topic-27,Topic-39
User-49175|Topic-97,Topic-19
User-879877|Topic-93,Topic-71,Topic-28
User-181451|Topic-96,Topic-28,Topic-25
User-72338|Topic-80,Topic-96
User-29260|Topic-73,Topic-69,Topic-48
User-973212|Topic-69,Topic-8
User-241886|Topic-71,Topic-44,Topic-70
User-949953|Topic-90
User-426306|Topic-93,Topic-37
User-803014|Topic-94,Topic-33,Topic-15
User-667575|Topic-20,Topic-81,Topic-49
User-280696|Topic-9,Topic-18,Topic-81
User-782267|Topic-62,Topic-18,Topic-31
User-477173|Topic-89,Topic-9,Topic-70
User-301911|Topic-39
User-407386|Topic-31,Topic-95,Topic-20
User-728574|Topic-31,Topic-41
User-110498|Topic-83,Topic-69
User-193236|Topic-45
User-301932|Topic-17,Topic-60,Topic-92
User-91254|Topic-13,Topic-43,Topic-15
User-340721|Topic-41
User-215446|Topic-46
User-80639|Topic-73,Topic-16
User-581990|Topic-76,Topic-96
User-250751|Topic-90
User-254256|Topic-38,Topic-74
User-494530|Topic-71,Topic-81,Topic-57
User-162727|Topic-55
User-62283|Topic-33,Topic-44
User-483915|Topic-72,Topic-95
User-902748|Topic-33,Topic-13,Topic-5
User-164286|Topic-31
User-620349|Topic-26,Topic-73,Topic-80
User-516740|Topic-95,Topic-48
User-860623|Topic-49,Topic-41,Topic-86
User-86890|Topic-23,Topic-50
User-393945|Topic-49
User-178842|Topic-84,Topic-71,Topic-49
User-530379|Topic-76,Topic-33
User-144371|Topic-76,Topic-94
User-398014|Topic-66,Topic-43,Topic-29
User-770653|Topic-87
User-555550|Topic-27
User-224311|Topic-76,Topic-8
User-774158|Topic-49,Topic-70
User-223747|Topic-58
User-649415|Topic-88,Topic-20,Topic-76
User-544935|Topic-38,Topic-22
User-764107|Topic-49,Topic-47,Topic-61
User-600455|Topic-4,Topic-36
User-465580|Topic-3,Topic-50,Topic-96
User-921643|Topic-69
User-183181|Topic-57
User-684188|Topic-36
User-379094|Topic-71,Topic-73
User-35279|Topic-100
User-831673|Topic-78
User-368479|Topic-43,Topic-13
User-698744|Topic-23,Topic-24
User-745187|Topic-38
User-203853|Topic-40
User-49835|Topic-54
User-367505|Topic-72,Topic-49,Topic-17
User-242642|Topic-20
User-744213|Topic-83,Topic-85
User-438555|Topic-13,Topic-91,Topic-50
User-985482|Topic-39,Topic-15,Topic-10
User-54174|Topic-25,Topic-9
User-783023|Topic-97,Topic-39
User-156177|Topic-78,Topic-17
User-974867|Topic-73
User-669773|Topic-88,Topic-76
User-725293|Topic-27,Topic-92
User-805233|Topic-17
User-386400|Topic-2,Topic-3,Topic-24
User-303662|Topic-95
User-804669|Topic-84,Topic-94,Topic-78
User-281920|Topic-63,Topic-42
User-692489|Topic-67,Topic-92
User-217176|Topic-38,Topic-51
User-387395|Topic-32,Topic-73
User-843458|Topic-28,Topic-8,Topic-34
User-216202|Topic-89,Topic-59
User-215638|Topic-72,Topic-92,Topic-13
User-295866|Topic-5
User-753488|Topic-9,Topic-59,Topic-88
User-195455|Topic-25,Topic-20
User-457471|Topic-18,Topic-45,Topic-32
User-125668|Topic-15,Topic-31,Topic-82
User-447420|Topic-93,Topic-24,Topic-63
User-446856|Topic-24
User-666028|Topic-24
User-17119|Topic-41,Topic-43
User-823564|Topic-2
User-987216|Topic-100,Topic-3
User-518470|Topic-40
User-817018|Topic-70,Topic-66
User-269426|Topic-12,Topic-20
User-895708|Topic-82,Topic-68,Topic-54
User-426962|Topic-63
User-727048|Topic-34,Topic-37,Topic-98
User-967322|Topic-63,Topic-57,Topic-80
User-635519|Topic-70
User-138017|Topic-51
User-876788|Topic-38,Topic-23,Topic-49
User-580464|Topic-17
User-956728|Topic-43
User-674329|Topic-72,Topic-98
User-183841|Topic-72
User-320275|Topic-52
User-8319|Topic-93,Topic-43
User-490494|Topic-34,Topic-18,Topic-38
User-119097|Topic-78
User-107508|Topic-48,Topic-67
User-75313|Topic-74,Topic-27
User-74749|Topic-56,Topic-61,Topic-28
User-474084|Topic-58,Topic-67,Topic-40
User-348777|Topic-39
User-244861|Topic-48,Topic-30
User-300381|Topic-35
User-463469|Topic-39,Topic-68
User-889137|Topic-24,Topic-88
User-428717|Topic-17,Topic-36,Topic-91
User-840177|Topic-58,Topic-3,Topic-80
User-805425|Topic-57
User-157401|Topic-6
User-156837|Topic-53
User-920117|Topic-74,Topic-39
User-398670|Topic-55
User-408802|Topic-77,Topic-66
User-54855|Topic-30,Topic-70
User-693713|Topic-27
User-409797|Topic-6
User-93644|Topic-16
User-900202|Topic-77
User-196211|Topic-32
User-524489|Topic-3,Topic-83,Topic-55
User-138481|Topic-32,Topic-74
User-764763|Topic-42,Topic-14,Topic-12
User-901197|Topic-92,Topic-15
User-218421|Topic-94,Topic-82
User-241116|Topic-13,Topic-76
User-948619|Topic-30
User-93665|Topic-15
User-217857|Topic-6
User-562304|Topic-97,Topic-68
User-312166|Topic-39
User-482385|Topic-10,Topic-76,Topic-58
User-177291|Topic-48,Topic-98
User-995981|Topic-6
User-222196|Topic-49
User-929699|Topic-56,Topic-33,Topic-15
User-825783|Topic-53
User-543384|Topic-27,Topic-63,Topic-95
User-165702|Topic-65
User-919648|Topic-16
User-67204|Topic-56
User-920092|Topic-61,Topic-63,Topic-58
User-542410|Topic-35,Topic-36,Topic-83
User-541846|Topic-41
User-236752|Topic-68
User-738323|Topic-23,Topic-14
User-210607|Topic-67
User-613460|Topic-17,Topic-99
User-451876|Topic-52
User-697193|Topic-74
User-671048|Topic-17,Topic-76,Topic-60
User-146782|Topic-51,Topic-32,Topic-24
User-48284|Topic-89,Topic-74,Topic-34
User-467970|Topic-9,Topic-74
User-992236|Topic-57
User-687142|Topic-18
User-968977|Topic-15
User-523490|Topic-63,Topic-29,Topic-45
User-686578|Topic-69,Topic-13,Topic-90
User-603430|Topic-34,Topic-72,Topic-45
User-321031|Topic-7,Topic-30
User-685604|Topic-59,Topic-95
User-602866|Topic-41,Topic-67
User-822038|Topic-3,Topic-44,Topic-57
User-230497|Topic-46,Topic-82
User-289976|Topic-94
User-747598|Topic-83,Topic-26,Topic-71
User-369916|Topic-1,Topic-7
User-370360|Topic-79,Topic-21
User-987872|Topic-48
User-961727|Topic-43,Topic-68,Topic-24
User-143037|Topic-78
User-119778|Topic-97,Topic-9
User-746624|Topic-6,Topic-20,Topic-92
User-464225|Topic-45,Topic-84
User-159131|Topic-77
User-110171|Topic-84,Topic-56,Topic-94
User-817674|Topic-76,Topic-59
User-280390|Topic-71,Topic-7
User-56585|Topic-26,Topic-30
User-807623|Topic-92
User-750399|Topic-15,Topic-73,Topic-16
User-693905|Topic-63,Topic-10,Topic-6
User-388811|Topic-32
User-830339|Topic-50,Topic-19
User-889818|Topic-25,Topic-16,Topic-37
User-880211|Topic-31,Topic-97,Topic-70
User-433716|Topic-96
User-679033|Topic-48,Topic-60
User-218613|Topic-59
User-629629|Topic-50,Topic-71
User-333305|Topic-49,Topic-52,Topic-81
User-95863|Topic-35
User-674985|Topic-54,Topic-87,Topic-1
User-894157|Topic-36,Topic-5
User-369891|Topic-5,Topic-100,Topic-15
User-589063|Topic-91,Topic-87
User-484583|Topic-48,Topic-15
User-668439|Topic-81,Topic-4,Topic-43
User-504787|Topic-27,Topic-15
User-400871|Topic-33
User-352200|Topic-42,Topic-96,Topic-22
User-190616|Topic-94,Topic-10
User-69423|Topic-80,Topic-2,Topic-30
User-272281|Topic-18,Topic-66
User-92118|Topic-36,Topic-14
User-648545|Topic-52
User-262230|Topic-9,Topic-76,Topic-29
User-238971|Topic-91,Topic-77,Topic-22
User-969733|Topic-79,Topic-4
User-261666|Topic-90
User-920773|Topic-45,Topic-96
User-709544|Topic-97,Topic-22
User-171696|Topic-32,Topic-26,Topic-56
User-73198|Topic-18
User-72224|Topic-24
User-491910|Topic-73,Topic-93,Topic-32
User-61609|Topic-31
User-562960|Topic-90,Topic-38,Topic-75
User-782132|Topic-42,Topic-13,Topic-44
User-231721|Topic-10,Topic-89,Topic-5
User-961919|Topic-20,Topic-79
User-450329|Topic-7,Topic-98,Topic-69
User-235226|Topic-76,Topic-56
User-861508|Topic-74
User-109919|Topic-88
User-472990|Topic-38,Topic-62,Topic-7
User-692162|Topic-16,Topic-89
User-691598|Topic-41,Topic-55,Topic-57
User-42689|Topic-78,Topic-12,Topic-57
User-601319|Topic-60,Topic-43,Topic-5
User-771538|Topic-79
User-302792|Topic-83,Topic-87
User-623980|Topic-46,Topic-41,Topic-59
User-843152|Topic-61,Topic-58
User-947068|Topic-97,Topic-50,Topic-65
User-842588|Topic-58,Topic-45,Topic-68
User-374915|Topic-70,Topic-60
User-717845|Topic-96
User-159812|Topic-87,Topic-63
User-182507|Topic-15,Topic-83
User-81499|Topic-83,Topic-49
User-536520|Topic-26,Topic-25,Topic-21
User-254121|Topic-24
User-204717|Topic-3,Topic-45,Topic-17
User-525905|Topic-8,Topic-41
User-446550|Topic-42,Topic-34
User-902613|Topic-57,Topic-40,Topic-56
User-445986|Topic-68
User-164151|Topic-68,Topic-23
User-790433|Topic-6
User-665158|Topic-18,Topic-83,Topic-3
User-163587|Topic-77
User-484775|Topic-17,Topic-24
User-986346|Topic-18,Topic-59
User-243527|Topic-46,Topic-42
User-620235|Topic-50,Topic-35,Topic-4
User-679714|Topic-22
User-506985|Topic-27,Topic-2,Topic-73
User-315141|Topic-48,Topic-39,Topic-69
User-484796|Topic-54
User-55059|Topic-50,Topic-69
User-223612|Topic-23,Topic-11
User-589744|Topic-34
User-850889|Topic-80,Topic-99
User-69615|Topic-4,Topic-42
User-544821|Topic-5,Topic-18
User-137147|Topic-66,Topic-25
User-763429|Topic-35,Topic-87
User-458335|Topic-5
User-835043|Topic-74
User-910914|Topic-1,Topic-8
User-673459|Topic-77,Topic-2
User-824428|Topic-68,Topic-77
User-368365|Topic-53
User-830995|Topic-59,Topic-39
User-994647|Topic-69,Topic-98,Topic-17
User-688989|Topic-81,Topic-2
User-745073|Topic-57,Topic-44
User-640593|Topic-36,Topic-94,Topic-47
User-735022|Topic-22,Topic-95
User-734458|Topic-17,Topic-71,Topic-11
User-231913|Topic-32,Topic-72
User-976291|Topic-89,Topic-19,Topic-91
User-427826|Topic-96
User-692354|Topic-96,Topic-4
User-806093|Topic-50
User-282780|Topic-8
User-888267|Topic-35
User-145448|Topic-87,Topic-24
